Country,League,Season,Round,Date,Time,Home,Away,HxG,AxG,HG,AG,HExpG+,AExpG+,Res,AvgBookmakerCH,AvgBookmakerCD,AvgBookmakerCA,Model_Home_Prob,Model_Draw_Prob,Model_Away_Prob,NoVig_HProb_Avg,NoVig_DProb_Avg,NoVig_AProb_Avg,AvgMargin,Home_EV,Draw_EV,Away_EV
China,Super League,2023,17,2023-07-16,12:35,Zhejiang Professional,Tianjin Jinmen Tiger,1.52,0.55,2.0,1.0,1.6639999999999997,0.685,H,2.24,3.32,3.03,,,,0.414254888,0.279497274,0.306247838,0.077666394,,,
China,Super League,2023,17,2023-07-17,12:35,Cangzhou,Chengdu Rongcheng,0.43,1.74,2.0,1.0,0.901,1.518,H,3.05,3.12,2.33,,,,0.304267938,0.297441414,0.398290648,0.077566222,,,
China,Super League,2023,17,2023-07-17,12:35,Qingdao Hainiu,Henan Songshan Longmen,2.48,0.83,2.0,0.0,2.336,0.581,H,2.1,3.19,3.48,,,,0.442134442,0.291060291,0.266805267,0.077026422,,,
China,Super League,2023,17,2023-07-17,12:35,Shanghai Shenhua,Meizhou Hakka,2.7,2.18,2.0,1.0,2.4899999999999998,1.826,H,1.75,3.44,4.64,,,,0.530257528,0.269753103,0.199989369,0.077643487,,,
China,Super League,2023,18,2023-07-21,12:35,Henan Songshan Longmen,Nantong Zhiyun,1.4,1.62,1.0,1.0,1.2799999999999998,1.434,D,2.37,3.02,3.08,,,,0.39150455,0.307240326,0.301255124,0.077742081,,,
China,Super League,2023,18,2023-07-21,12:35,Shanghai Port,Cangzhou,4.58,1.24,3.0,0.0,4.106,0.868,H,1.36,5.01,7.09,,,,0.683397817,0.18551318,0.131089003,0.07593864,,,
China,Super League,2023,18,2023-07-21,12:35,Tianjin Jinmen Tiger,Shenzhen,2.67,1.36,3.0,3.0,2.7689999999999997,1.8519999999999999,D,1.1,8.88,21.7,,,,0.851378936,0.105463607,0.043157458,0.067786471,,,
China,Super League,2023,12,2023-07-22,12:35,Beijing Guoan,Qingdao Hainiu,1.68,1.13,2.0,0.0,1.7759999999999998,0.7909999999999999,H,1.8,3.7,4.01,,,,0.51669859,0.251366881,0.231934529,0.075202384,,,
China,Super League,2023,18,2023-07-22,12:35,Changchun Yatai,Shanghai Shenhua,1.45,1.64,1.0,1.0,1.315,1.448,D,2.86,3.17,2.43,,,,0.324763587,0.293004372,0.382232041,0.076630397,,,
China,Super League,2023,18,2023-07-22,12:35,Chengdu Rongcheng,Dalian Pro,2.58,0.24,4.0,1.0,3.006,0.46799999999999997,H,1.6,3.76,5.44,,,,0.581513828,0.247452693,0.171033479,0.074780976,,,
China,Super League,2023,13,2023-07-22,12:35,Zhejiang Professional,Shandong Taishan,1.5,1.81,2.0,1.0,1.65,1.567,H,3.69,3.45,1.94,,,,0.251785976,0.269301522,0.478912501,0.0763217,,,
China,Super League,2023,18,2023-07-23,12:35,Wuhan Three Towns,Meizhou Hakka,1.93,0.32,2.0,1.0,1.951,0.524,H,1.24,6.29,9.66,,,,0.754430751,0.148727207,0.096842043,0.068953794,,,
China,Super League,2023,19,2023-07-28,12:35,Henan Songshan Longmen,Shenzhen,1.35,0.27,3.0,1.0,1.8449999999999998,0.489,H,1.3,5.1,8.83,,,,0.713201989,0.181796585,0.105001425,0.078559484,,,
China,Super League,2023,8,2023-07-29,12:35,Chengdu Rongcheng,Zhejiang Professional,2.3,0.75,1.0,2.0,1.91,1.125,A,1.54,4.21,5.17,,,,0.601081442,0.219873022,0.179045536,0.080303938,,,
China,Super League,2023,19,2023-07-29,12:35,Meizhou Hakka,Dalian Pro,1.38,0.12,2.0,1.0,1.5659999999999998,0.384,H,1.45,4.42,6.22,,,,0.640543891,0.210133177,0.149322933,0.07667122,,,
China,Super League,2023,19,2023-07-29,12:35,Nantong Zhiyun,Cangzhou,1.38,1.71,1.0,2.0,1.2659999999999998,1.7969999999999997,A,2.85,3.2,2.41,,,,0.325393979,0.289804013,0.384802008,0.078314952,,,
China,Super League,2023,19,2023-07-29,12:35,Shanghai Shenhua,Shanghai Port,0.93,2.7,0.0,5.0,0.651,3.3899999999999997,A,3.73,3.31,1.97,,,,0.248738323,0.280300285,0.470961392,0.077825532,,,
China,Super League,2023,19,2023-07-29,12:35,Tianjin Jinmen Tiger,Changchun Yatai,1.16,0.77,0.0,0.0,0.8119999999999999,0.5389999999999999,D,2.11,3.4,3.22,,,,0.439392845,0.27268203,0.287925125,0.078610303,,,
China,Super League,2023,2,2023-07-30,12:35,Shandong Taishan,Beijing Guoan,0.89,0.72,3.0,0.0,1.523,0.504,H,2.1,3.22,3.43,,,,0.44161442,0.288009404,0.270376176,0.078294672,,,
China,Super League,2023,19,2023-07-30,12:35,Wuhan Three Towns,Qingdao Hainiu,3.07,0.9,1.0,0.0,2.4489999999999994,0.63,H,1.32,5.15,7.85,,,,0.702018667,0.179934882,0.118046451,0.07913905,,,
China,Super League,2023,12,2023-08-06,12:35,Changchun Yatai,Shenzhen,3.35,0.77,4.0,1.0,3.545,0.839,H,1.17,6.84,13.52,,,,0.795171026,0.136016097,0.068812877,0.074864182,,,
China,Super League,2023,12,2023-08-06,12:35,Chengdu Rongcheng,Tianjin Jinmen Tiger,1.44,0.15,0.0,0.0,1.008,0.105,D,1.71,3.48,4.89,,,,0.543161644,0.266898394,0.189939962,0.076650621,,,
China,Super League,2023,12,2023-08-06,12:35,Qingdao Hainiu,Shanghai Shenhua,1.02,1.26,0.0,1.0,0.714,1.182,A,3.97,3.22,1.93,,,,0.233104902,0.287399522,0.479495576,0.08058289,,,
China,Super League,2023,15,2023-08-07,12:35,Beijing Guoan,Shenzhen,3.88,0.5,5.0,0.0,4.215999999999999,0.35,H,1.08,9.96,22.14,,,,0.864144236,0.093702387,0.042153377,0.071494651,,,
China,Super League,2023,15,2023-08-07,12:35,Shanghai Port,Dalian Pro,1.34,0.27,1.0,1.0,1.238,0.489,D,1.19,6.25,13.2,,,,0.780913527,0.148685936,0.070400538,0.07609371,,,
China,Super League,2023,15,2023-08-07,12:35,Wuhan Three Towns,Changchun Yatai,2.92,0.16,2.0,1.0,2.644,0.412,H,1.48,4.69,5.32,,,,0.627446838,0.198000282,0.17455288,0.076865217,,,
China,Super League,2023,21,2023-08-08,12:35,Meizhou Hakka,Changchun Yatai,4.96,0.58,4.0,2.0,4.672,1.006,H,2.01,3.69,3.2,,,,0.460227073,0.250692796,0.28908013,0.081015148,,,
China,Super League,2023,21,2023-08-08,12:35,Qingdao Hainiu,Shanghai Port,1.11,2.3,0.0,5.0,0.777,3.11,A,5.77,4.28,1.49,,,,0.160755834,0.216719897,0.622524269,0.078096025,,,
China,Super League,2023,21,2023-08-08,12:35,Zhejiang Professional,Nantong Zhiyun,2.37,1.67,1.0,1.0,1.959,1.4689999999999999,D,1.75,3.7,4.27,,,,0.531121308,0.251206024,0.217672667,0.075890879,,,
China,Super League,2023,22,2023-08-13,12:35,Dalian Pro,Shenzhen,0.89,0.8,2.0,1.0,1.2229999999999999,0.8599999999999999,H,1.38,4.58,7.23,,,,0.670159802,0.201925879,0.127914319,0.081290879,,,
China,Super League,2023,28,2023-08-13,12:35,Henan Songshan Longmen,Tianjin Jinmen Tiger,1.4,0.53,1.0,0.0,1.2799999999999998,0.371,H,2.28,3.22,3.0,,,,0.405174149,0.286893497,0.307932354,0.082488831,,,
China,Super League,2023,22,2023-08-13,12:35,Nantong Zhiyun,Beijing Guoan,1.06,1.85,0.0,1.0,0.742,1.595,A,2.76,3.25,2.44,,,,0.335527875,0.284940595,0.37953153,0.079847214,,,
China,Super League,2023,22,2023-08-13,12:35,Shandong Taishan,Cangzhou,2.32,0.53,4.0,0.0,2.824,0.371,H,1.18,6.59,13.13,,,,0.788065718,0.141110402,0.07082388,0.075364158,,,
China,Super League,2023,28,2023-08-13,12:35,Wuhan Three Towns,Shanghai Shenhua,0.75,1.73,1.0,2.0,0.825,1.811,A,1.73,3.61,4.47,,,,0.535834183,0.256784802,0.207381015,0.078756639,,,
China,Super League,2023,22,2023-08-18,12:35,Shandong Taishan,Tianjin Jinmen Tiger,1.83,0.1,1.0,0.0,1.581,0.06999999999999999,H,1.36,4.63,7.73,,,,0.680422818,0.199865018,0.119712165,0.080642945,,,
China,Super League,2023,23,2023-08-18,12:35,Shanghai Port,Meizhou Hakka,2.29,1.19,1.0,1.0,1.903,1.133,D,1.2,6.65,10.85,,,,0.774563216,0.139770806,0.085665978,0.075875172,,,
China,Super League,2023,23,2023-08-18,12:35,Zhejiang Professional,Qingdao Hainiu,0.62,0.21,0.0,0.0,0.434,0.147,D,1.68,3.89,4.36,,,,0.550297855,0.23766077,0.212041375,0.081665302,,,
China,Super League,2023,3,2023-08-19,12:35,Beijing Guoan,Shanghai Shenhua,1.37,0.57,2.0,1.0,1.559,0.699,H,2.87,3.08,2.46,,,,0.322738386,0.300733496,0.376528117,0.079611445,,,
China,Super League,2023,23,2023-08-19,12:35,Chengdu Rongcheng,Wuhan Three Towns,0.85,2.12,0.0,1.0,0.595,1.784,A,2.22,3.41,2.97,,,,0.416927048,0.271430512,0.31164244,0.080405919,,,
China,Super League,2023,23,2023-08-19,12:35,Dalian Pro,Henan Songshan Longmen,1.39,2.97,0.0,3.0,0.9729999999999999,2.979,A,2.58,3.06,2.75,,,,0.359541632,0.303142945,0.337315422,0.078030648,,,
China,Super League,2023,23,2023-08-19,12:35,Shenzhen,Nantong Zhiyun,0.44,1.06,0.0,1.0,0.308,1.042,A,4.78,3.37,1.75,,,,0.194181311,0.27542631,0.53039238,0.077369497,,,
China,Super League,2023,23,2023-08-20,12:35,Changchun Yatai,Cangzhou,1.63,2.6,3.0,1.0,2.0409999999999995,2.1199999999999997,H,2.08,3.36,3.31,,,,0.44494943,0.275444885,0.279605684,0.080503082,,,
China,Super League,2023,16,2023-08-25,12:35,Henan Songshan Longmen,Shanghai Port,0.63,1.34,3.0,1.0,1.3409999999999997,1.238,H,3.96,3.97,1.75,,,,0.234723147,0.234131904,0.531144949,0.075842993,,,
China,Super League,2023,24,2023-08-25,12:35,Shenzhen,Shandong Taishan,1.11,2.45,1.0,2.0,1.077,2.315,A,25.62,11.7,1.06,,,,0.036550302,0.08003579,0.883413908,0.067898318,,,
China,Super League,2023,24,2023-08-26,12:35,Cangzhou,Beijing Guoan,1.29,1.63,1.0,5.0,1.2029999999999998,2.641,A,2.96,3.52,2.2,,,,0.313837375,0.263908702,0.422253923,0.076474201,,,
China,Super League,2023,24,2023-08-26,12:35,Qingdao Hainiu,Changchun Yatai,1.53,1.04,1.0,0.0,1.371,0.728,H,1.74,3.77,4.25,,,,0.534487762,0.24668666,0.218825578,0.075258751,,,
China,Super League,2023,24,2023-08-26,12:35,Shanghai Shenhua,Chengdu Rongcheng,1.39,0.52,1.0,1.0,1.273,0.6639999999999999,D,2.48,2.96,2.98,,,,0.374524457,0.313790761,0.311684783,0.076634114,,,
China,Super League,2023,24,2023-08-26,12:35,Tianjin Jinmen Tiger,Meizhou Hakka,2.5,1.34,3.0,1.0,2.65,1.238,H,2.0,3.44,3.48,,,,0.463798661,0.269650384,0.266550955,0.078053996,,,
China,Super League,2023,24,2023-08-26,12:35,Zhejiang Professional,Dalian Pro,1.08,0.79,3.0,0.0,1.656,0.5529999999999999,H,1.64,3.9,4.7,,,,0.565147685,0.237651847,0.197200469,0.078932311,,,
China,Super League,2023,24,2023-08-27,12:35,Wuhan Three Towns,Nantong Zhiyun,1.52,2.06,4.0,2.0,2.264,2.042,H,1.38,4.89,6.85,,,,0.674005034,0.19021001,0.135784956,0.07512206,,,
China,Super League,2023,6,2023-09-05,12:35,Dalian Pro,Cangzhou,1.38,0.51,1.0,1.0,1.2659999999999998,0.657,D,2.15,3.18,3.37,,,,0.43213665,0.292167861,0.275695489,0.076317593,,,
China,Super League,2023,6,2023-09-05,12:35,Henan Songshan Longmen,Wuhan Three Towns,1.09,1.84,1.0,1.0,1.063,1.588,D,4.93,3.92,1.62,,,,0.18864853,0.237254401,0.574097069,0.075225748,,,
China,Super League,2023,6,2023-09-05,12:35,Shenzhen,Shanghai Shenhua,0.31,1.79,1.0,3.0,0.517,2.1529999999999996,A,9.26,4.35,1.35,,,,0.100120195,0.213129427,0.686750377,0.078617159,,,
China,Super League,2023,12,2023-09-06,10:30,Henan Songshan Longmen,Zhejiang Professional,1.41,0.7,2.0,2.0,1.5869999999999997,1.0899999999999999,D,2.57,3.29,2.61,,,,0.361555207,0.282430663,0.356014131,0.076198189,,,
China,Super League,2023,12,2023-09-06,12:35,Dalian Pro,Beijing Guoan,0.58,1.95,2.0,2.0,1.006,1.9649999999999999,D,3.93,3.55,1.84,,,,0.235687198,0.260915687,0.503397114,0.079621328,,,
China,Super League,2023,12,2023-09-06,12:35,Meizhou Hakka,Cangzhou,1.41,1.08,2.0,3.0,1.5869999999999997,1.656,A,2.31,3.3,2.93,,,,0.401865313,0.281305719,0.316828967,0.077227664,,,
China,Super League,2023,12,2023-09-06,12:35,Shanghai Port,Nantong Zhiyun,2.23,0.15,2.0,1.0,2.161,0.40499999999999997,H,1.16,6.82,14.8,,,,0.800982739,0.136237533,0.062779728,0.076264099,,,
China,Super League,2023,12,2023-09-06,12:35,Wuhan Three Towns,Shandong Taishan,0.96,0.98,1.0,1.0,0.972,0.986,D,2.28,3.41,2.89,,,,0.40690948,0.272068508,0.321022012,0.077872384,,,
China,Super League,2023,21,2023-09-08,12:35,Cangzhou,Dalian Pro,2.29,1.94,2.0,1.0,2.203,1.658,H,1.97,3.34,3.63,,,,0.468928761,0.27658373,0.254487509,0.082497504,,,
China,Super League,2023,21,2023-09-08,12:35,Shanghai Shenhua,Shenzhen,1.1,0.15,3.0,0.0,1.67,0.105,H,1.08,9.96,24.64,,,,0.867855991,0.094104866,0.038039142,0.066911948,,,
China,Super League,2023,21,2023-09-08,12:35,Tianjin Jinmen Tiger,Beijing Guoan,1.03,0.29,0.0,0.0,0.721,0.20299999999999999,D,2.71,3.23,2.49,,,,0.341604407,0.28660927,0.371786323,0.080207639,,,
China,Super League,2023,21,2023-09-08,12:35,Wuhan Three Towns,Henan Songshan Longmen,2.53,1.65,4.0,2.0,2.9709999999999996,1.755,H,1.37,4.62,7.33,,,,0.674108858,0.199898081,0.125993061,0.082802872,,,
China,Super League,2023,24,2023-09-15,12:35,Beijing Guoan,Zhejiang Professional,1.78,1.12,0.0,1.0,1.246,1.084,A,2.35,3.46,2.76,,,,0.395156952,0.268386947,0.336456101,0.076868097,,,
China,Super League,2023,23,2023-09-15,12:35,Shandong Taishan,Qingdao Hainiu,1.81,1.71,4.0,2.0,2.4669999999999996,1.7969999999999997,H,1.35,4.76,7.92,,,,0.68772575,0.19504827,0.11722598,0.077087401,,,
China,Super League,2023,25,2023-09-15,12:35,Shanghai Port,Changchun Yatai,2.17,0.55,2.0,0.0,2.1189999999999998,0.385,H,1.29,5.69,7.92,,,,0.719635526,0.163151112,0.117213362,0.077203349,,,
China,Super League,2023,25,2023-09-15,12:35,Wuhan Three Towns,Cangzhou,1.15,0.77,2.0,0.0,1.4049999999999998,0.5389999999999999,H,1.46,4.96,5.21,,,,0.635087909,0.186941199,0.177970892,0.07848299,,,
China,Super League,2023,8,2023-09-16,10:30,Henan Songshan Longmen,Shanghai Shenhua,0.8,3.35,3.0,0.0,1.46,2.3449999999999998,H,3.08,3.07,2.34,,,,0.301250493,0.302231765,0.396517743,0.077758651,,,
China,Super League,2023,25,2023-09-16,12:35,Meizhou Hakka,Shenzhen,4.2,0.29,5.0,1.0,4.4399999999999995,0.503,H,1.08,9.54,20.16,,,,0.857060352,0.0970257,0.045913947,0.080350903,,,
China,Super League,2023,25,2023-09-17,08:30,Nantong Zhiyun,Chengdu Rongcheng,1.28,2.14,0.0,2.0,0.8959999999999999,2.098,A,4.39,3.38,1.81,,,,0.211674665,0.274926562,0.513398773,0.076134609,,,
China,Super League,2023,25,2023-09-17,10:30,Tianjin Jinmen Tiger,Dalian Pro,1.26,1.27,1.0,0.0,1.182,0.8889999999999999,H,1.97,3.33,3.71,,,,0.471122789,0.27871228,0.250164931,0.077456292,,,
China,Super League,2023,25,2023-09-22,12:35,Changchun Yatai,Beijing Guoan,1.83,1.28,1.0,1.0,1.581,1.196,D,2.97,3.68,2.13,,,,0.312360276,0.252095114,0.43554461,0.077923035,,,
China,Super League,2023,26,2023-09-22,12:35,Shanghai Shenhua,Cangzhou,1.09,0.7,2.0,0.0,1.363,0.48999999999999994,H,1.63,3.78,5.08,,,,0.570749193,0.246116716,0.183134091,0.074897591,,,
China,Super League,2023,26,2023-09-23,10:30,Dalian Pro,Shandong Taishan,0.28,0.9,0.0,0.0,0.196,0.63,D,7.16,4.39,1.4,,,,0.129111137,0.210577618,0.660311245,0.081740952,,,
China,Super League,2023,13,2023-09-23,12:35,Chengdu Rongcheng,Shanghai Port,1.94,1.67,2.0,1.0,1.9579999999999997,1.4689999999999999,H,2.77,3.33,2.41,,,,0.335434335,0.279024957,0.385540708,0.07624889,,,
China,Super League,2023,26,2023-09-23,12:35,Meizhou Hakka,Henan Songshan Longmen,0.25,0.51,0.0,0.0,0.175,0.357,D,2.06,3.66,3.16,,,,0.451520215,0.254134329,0.294345457,0.075116633,,,
China,Super League,2023,24,2023-09-23,12:35,Wuhan Three Towns,Tianjin Jinmen Tiger,0.82,1.15,0.0,1.0,0.574,1.105,A,2.07,3.54,3.27,,,,0.450902717,0.263663453,0.28543383,0.071388061,,,
China,Super League,2023,26,2023-09-24,12:35,Qingdao Hainiu,Nantong Zhiyun,1.12,1.09,3.0,1.0,1.684,1.063,H,2.0,3.41,3.54,,,,0.464795891,0.272607561,0.262596549,0.075741008,,,
